ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789776553.1,0,0,94.2,60577,65536
1789776553.1,1,0,90.4,60577,65536
1789776553.1,2,0,94.9,60578,65536
1789776553.1,3,0,92.6,60579,65536
1789776555.8,0,0,94.2,60577,65536
1789776555.8,1,0,90.4,60577,65536
1789776555.8,2,0,101.2,60578,65536
1789776555.8,3,0,99.9,60579,65536
1789776558.6,0,0,94.4,60576,65536
1789776558.6,1,0,90.3,60577,65536
1789776558.6,2,0,92.5,60578,65536
1789776558.6,3,0,91.2,60578,65536
1789776561.3,0,0,94.0,60577,65536
1789776561.3,1,0,90.4,60576,65536
1789776561.3,2,0,92.5,60578,65536
1789776561.3,3,0,91.3,60579,65536
1789776564.1,0,0,94.4,60577,65536
1789776564.1,1,0,90.4,60576,65536
1789776564.1,2,0,92.5,60578,65536
1789776564.1,3,0,91.0,60579,65536
1789776566.9,0,0,94.2,60576,65536
1789776566.9,1,0,90.4,60577,65536
1789776566.9,2,0,92.4,60578,65536
1789776566.9,3,0,91.1,60578,65536
1789776569.6,0,0,94.2,60576,65536
1789776569.6,1,0,90.5,60577,65536
1789776569.6,2,0,92.3,60578,65536
1789776569.6,3,0,91.1,60579,65536
1789776572.3,0,0,94.2,60577,65536
1789776572.3,1,0,90.4,60577,65536
1789776572.3,2,0,92.4,60578,65536
1789776572.3,3,0,91.1,60579,65536
1789776575.1,0,0,94.4,60577,65536
1789776575.1,1,0,90.5,60577,65536
1789776575.1,2,0,92.4,60578,65536
1789776575.1,3,0,91.1,60578,65536
1789776577.9,0,78,216.4,60737,65536
1789776577.9,1,80,216.0,60737,65536
1789776577.9,2,79,214.6,60738,65536
1789776577.9,3,79,210.4,60738,65536
1789776580.6,0,77,214.8,60737,65536
1789776580.6,1,78,214.6,60737,65536
1789776580.6,2,79,216.6,60738,65536
1789776580.6,3,79,212.1,60739,65536
1789776583.4,0,78,216.1,60737,65536
1789776583.4,1,79,218.3,60737,65536
1789776583.4,2,79,214.6,60738,65536
1789776583.4,3,79,213.4,60738,65536
1789776586.1,0,79,213.7,60737,65536
1789776586.1,1,79,214.7,60737,65536
1789776586.1,2,79,215.4,60738,65536
1789776586.1,3,79,213.0,60738,65536
1789776588.9,0,76,213.9,60738,65536
1789776588.9,1,80,216.6,60737,65536
1789776588.9,2,79,212.7,60739,65536
1789776588.9,3,80,214.3,60739,65536
1789776591.7,0,78,216.1,60736,65536
1789776591.7,1,79,214.5,60737,65536
1789776591.7,2,80,215.9,60738,65536
1789776591.7,3,80,212.8,60739,65536
1789776594.4,0,78,215.3,60736,65536
1789776594.4,1,79,216.2,60737,65536
1789776594.4,2,80,215.3,60738,65536
1789776594.4,3,72,206.4,60739,65536
1789776597.1,0,76,214.0,60736,65536
1789776597.1,1,78,215.4,60736,65536
1789776597.1,2,78,214.2,60738,65536
1789776597.1,3,77,211.5,60738,65536
1789776599.9,0,78,218.4,60736,65536
1789776599.9,1,80,214.3,60737,65536
1789776599.9,2,79,218.1,60738,65536
1789776599.9,3,78,212.7,60739,65536
1789776602.6,0,78,213.4,60736,65536
1789776602.6,1,80,216.5,60737,65536
1789776602.6,2,78,215.8,60738,65536
1789776602.6,3,78,212.7,60738,65536
1789776605.4,0,79,216.9,60737,65536
1789776605.4,1,79,210.1,60737,65536
1789776605.4,2,78,213.3,60738,65536
1789776605.4,3,79,210.3,60738,65536
1789776608.1,0,78,214.6,60736,65536
1789776608.1,1,79,215.3,60737,65536
1789776608.1,2,80,216.3,60738,65536
1789776608.1,3,79,215.7,60738,65536
1789776610.8,0,79,213.9,60737,65536
1789776610.8,1,78,213.3,60737,65536
1789776610.8,2,79,213.7,60738,65536
1789776610.8,3,79,210.7,60739,65536
1789776613.6,0,79,216.5,60736,65536
1789776613.6,1,80,215.2,60737,65536
1789776613.6,2,79,214.3,60738,65536
1789776613.6,3,79,210.7,60738,65536
1789776616.3,0,78,218.7,60736,65536
1789776616.3,1,79,216.9,60737,65536
1789776616.3,2,79,215.7,60738,65536
1789776616.3,3,79,212.7,60738,65536
1789776619.1,0,78,216.5,60736,65536
1789776619.1,1,78,219.4,60737,65536
1789776619.1,2,79,212.7,60738,65536
1789776619.1,3,79,214.2,60739,65536
1789776621.8,0,78,217.0,60736,65536
1789776621.8,1,77,213.6,60736,65536
1789776621.8,2,77,213.3,60738,65536
1789776621.8,3,78,212.9,60738,65536
1789776624.6,0,77,212.8,60736,65536
1789776624.6,1,78,215.7,60736,65536
1789776624.6,2,79,213.1,60738,65536
1789776624.6,3,79,213.8,60739,65536
1789776627.3,0,78,216.0,60736,65536
1789776627.3,1,79,213.9,60737,65536
1789776627.3,2,79,213.5,60738,65536
1789776627.3,3,78,216.5,60739,65536
1789776630.0,0,78,216.5,60736,65536
1789776630.0,1,79,213.0,60737,65536
1789776630.0,2,80,213.0,60738,65536
1789776630.0,3,80,212.1,60739,65536
1789776632.8,0,80,216.8,60737,65536
1789776632.8,1,80,216.9,60737,65536
1789776632.8,2,79,214.9,60738,65536
1789776632.8,3,79,212.6,60739,65536
