ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789776635.4,0,0,96.6,60737,65536
1789776635.4,1,0,91.9,60737,65536
1789776635.4,2,0,93.1,60738,65536
1789776635.4,3,0,91.9,60739,65536
1789776638.2,0,0,103.4,60737,65536
1789776638.2,1,0,94.5,60737,65536
1789776638.2,2,0,101.2,60739,65536
1789776638.2,3,0,99.9,60738,65536
1789776640.9,0,0,94.6,60737,65536
1789776640.9,1,0,91.2,60737,65536
1789776640.9,2,0,92.5,60738,65536
1789776640.9,3,0,91.4,60739,65536
1789776643.7,0,0,94.6,60737,65536
1789776643.7,1,0,90.8,60737,65536
1789776643.7,2,0,92.5,60738,65536
1789776643.7,3,0,91.2,60739,65536
1789776646.5,0,0,94.6,60737,65536
1789776646.5,1,0,91.0,60737,65536
1789776646.5,2,0,92.4,60738,65536
1789776646.5,3,0,91.2,60738,65536
1789776649.2,0,0,94.6,60737,65536
1789776649.2,1,0,90.9,60737,65536
1789776649.2,2,0,92.4,60738,65536
1789776649.2,3,0,91.1,60739,65536
1789776652.0,0,0,94.7,60737,65536
1789776652.0,1,0,90.8,60736,65536
1789776652.0,2,0,92.3,60738,65536
1789776652.0,3,0,91.2,60739,65536
1789776654.7,0,0,94.7,60737,65536
1789776654.7,1,0,90.8,60736,65536
1789776654.7,2,0,92.3,60738,65536
1789776654.7,3,0,91.1,60739,65536
1789776657.5,0,0,94.7,60737,65536
1789776657.5,1,0,90.8,60736,65536
1789776657.5,2,0,92.3,60738,65536
1789776657.5,3,0,91.2,60738,65536
1789776660.2,0,72,318.1,60765,65536
1789776660.2,1,73,322.3,60765,65536
1789776660.2,2,74,323.7,60759,65536
1789776660.2,3,73,312.5,60759,65536
1789776662.9,0,85,230.3,60765,65536
1789776662.9,1,86,226.2,60765,65536
1789776662.9,2,87,226.8,60758,65536
1789776662.9,3,86,218.9,60758,65536
1789776665.7,0,86,231.9,60764,65536
1789776665.7,1,87,227.3,60765,65536
1789776665.7,2,88,228.7,60759,65536
1789776665.7,3,89,221.2,60758,65536
1789776668.5,0,87,229.2,60764,65536
1789776668.5,1,88,232.4,60765,65536
1789776668.5,2,88,215.6,60759,65536
1789776668.5,3,89,221.0,60758,65536
1789776671.2,0,86,230.9,60764,65536
1789776671.2,1,90,232.2,60765,65536
1789776671.2,2,90,228.8,60758,65536
1789776671.2,3,90,223.4,60759,65536
1789776673.9,0,88,225.1,60764,65536
1789776673.9,1,89,222.5,60765,65536
1789776673.9,2,90,214.8,60758,65536
1789776673.9,3,89,229.5,60759,65536
1789776676.7,0,88,226.7,60764,65536
1789776676.7,1,91,229.2,60765,65536
1789776676.7,2,91,228.1,60758,65536
1789776676.7,3,90,225.6,60758,65536
1789776679.5,0,89,223.9,60765,65536
1789776679.5,1,93,227.6,60765,65536
1789776679.5,2,92,225.6,60758,65536
1789776679.5,3,93,224.3,60759,65536
1789776682.2,0,90,226.2,60764,65536
1789776682.2,1,93,226.8,60764,65536
1789776682.2,2,92,229.7,60758,65536
1789776682.2,3,93,222.0,60758,65536
1789776685.0,0,71,327.6,60764,65536
1789776685.0,1,72,323.5,60764,65536
1789776685.0,2,72,323.7,60758,65536
1789776685.0,3,72,311.5,60759,65536
1789776687.7,0,84,228.7,60769,65536
1789776687.7,1,87,232.7,60769,65536
1789776687.7,2,87,228.4,60758,65536
1789776687.7,3,86,227.9,60759,65536
1789776690.5,0,85,226.0,60769,65536
1789776690.5,1,88,232.7,60769,65536
1789776690.5,2,87,228.1,60758,65536
1789776690.5,3,87,224.7,60759,65536
1789776693.2,0,87,228.4,60769,65536
1789776693.2,1,88,228.9,60769,65536
1789776693.2,2,88,223.7,60758,65536
1789776693.2,3,88,226.7,60759,65536
1789776696.0,0,87,231.0,60769,65536
1789776696.0,1,88,226.2,60769,65536
1789776696.0,2,90,219.7,60758,65536
1789776696.0,3,90,219.1,60758,65536
1789776698.7,0,88,229.6,60769,65536
1789776698.7,1,91,233.5,60769,65536
1789776698.7,2,89,231.5,60758,65536
1789776698.7,3,91,218.2,60759,65536
1789776701.5,0,89,220.1,60769,65536
1789776701.5,1,90,237.4,60768,65536
1789776701.5,2,90,222.1,60758,65536
1789776701.5,3,91,221.3,60759,65536
1789776704.2,0,89,229.5,60769,65536
1789776704.2,1,91,226.4,60768,65536
1789776704.2,2,92,224.5,60758,65536
1789776704.2,3,92,219.5,60758,65536
1789776707.0,0,91,233.4,60769,65536
1789776707.0,1,93,223.2,60768,65536
1789776707.0,2,92,222.6,60758,65536
1789776707.0,3,92,220.3,60758,65536
1789776709.7,0,92,226.1,60769,65536
1789776709.7,1,94,229.0,60769,65536
1789776709.7,2,93,220.6,60759,65536
1789776709.7,3,88,218.6,60759,65536
