ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789774805.1,0,0,98.0,60624,65536
1789774805.1,1,0,92.8,60625,65536
1789774805.1,2,0,92.1,3423,65536
1789774805.1,3,0,90.5,3423,65536
1789774807.8,0,0,94.9,60624,65536
1789774807.8,1,0,100.6,60625,65536
1789774807.8,2,0,92.1,3423,65536
1789774807.8,3,0,90.5,3423,65536
1789774810.6,0,0,94.9,60625,65536
1789774810.6,1,0,91.0,60625,65536
1789774810.6,2,0,92.0,3423,65536
1789774810.6,3,0,90.5,3423,65536
1789774813.3,0,0,95.1,60625,65536
1789774813.3,1,0,91.1,60625,65536
1789774813.3,2,0,92.0,3423,65536
1789774813.3,3,0,90.8,3423,65536
1789774816.1,0,0,94.9,60625,65536
1789774816.1,1,0,91.0,60625,65536
1789774816.1,2,0,92.0,3423,65536
1789774816.1,3,0,90.6,3423,65536
1789774818.8,0,0,95.0,60625,65536
1789774818.8,1,0,91.0,60625,65536
1789774818.8,2,0,92.1,3423,65536
1789774818.8,3,0,90.7,3424,65536
1789774821.6,0,0,94.9,60625,65536
1789774821.6,1,0,91.0,60625,65536
1789774821.6,2,0,92.0,3423,65536
1789774821.6,3,0,90.7,3423,65536
1789774824.3,0,0,94.8,60624,65536
1789774824.3,1,0,91.1,60625,65536
1789774824.3,2,0,92.0,3423,65536
1789774824.3,3,0,90.7,3423,65536
1789774827.1,0,0,94.8,60624,65536
1789774827.1,1,0,91.0,60625,65536
1789774827.1,2,0,91.9,3423,65536
1789774827.1,3,0,90.7,3423,65536
1789774829.8,0,80,217.9,60744,65536
1789774829.8,1,81,218.5,60745,65536
1789774829.8,2,0,91.9,3423,65536
1789774829.8,3,0,90.6,3424,65536
1789774832.5,0,80,218.2,60745,65536
1789774832.5,1,81,218.5,60745,65536
1789774832.5,2,0,91.9,3423,65536
1789774832.5,3,0,90.6,3423,65536
1789774835.3,0,81,211.7,60745,65536
1789774835.3,1,81,215.4,60745,65536
1789774835.3,2,0,91.9,3423,65536
1789774835.3,3,0,90.7,3423,65536
1789774838.0,0,80,217.1,60744,65536
1789774838.0,1,81,221.8,60745,65536
1789774838.0,2,0,92.0,3423,65536
1789774838.0,3,0,90.6,3423,65536
1789774840.8,0,80,218.1,60745,65536
1789774840.8,1,83,210.8,60744,65536
1789774840.8,2,0,92.0,3423,65536
1789774840.8,3,0,90.9,3423,65536
1789774843.5,0,82,220.0,60744,65536
1789774843.5,1,82,217.2,60744,65536
1789774843.5,2,0,92.1,3423,65536
1789774843.5,3,0,90.8,3423,65536
1789774846.3,0,81,216.2,60744,65536
1789774846.3,1,83,215.8,60744,65536
1789774846.3,2,0,92.1,3423,65536
1789774846.3,3,0,90.8,3423,65536
1789774849.0,0,68,315.3,60744,65536
1789774849.0,1,71,317.1,60745,65536
1789774849.0,2,0,92.2,3423,65536
1789774849.0,3,0,90.8,3424,65536
1789774851.8,0,80,222.3,60744,65536
1789774851.8,1,79,212.8,60745,65536
1789774851.8,2,0,92.0,3423,65536
1789774851.8,3,0,90.5,3423,65536
1789774854.5,0,79,217.1,60744,65536
1789774854.5,1,82,219.6,60745,65536
1789774854.5,2,0,92.1,3423,65536
1789774854.5,3,0,90.6,3423,65536
1789774857.2,0,80,217.0,60744,65536
1789774857.2,1,81,218.6,60745,65536
1789774857.2,2,0,92.1,3423,65536
1789774857.2,3,0,90.6,3423,65536
1789774860.0,0,80,217.2,60745,65536
1789774860.0,1,83,223.8,60745,65536
1789774860.0,2,0,91.9,3423,65536
1789774860.0,3,0,90.8,3423,65536
1789774862.7,0,82,219.8,60745,65536
1789774862.7,1,83,220.4,60745,65536
1789774862.7,2,0,92.1,3423,65536
1789774862.7,3,0,90.5,3423,65536
1789774865.4,0,81,217.1,60744,65536
1789774865.4,1,83,217.1,60744,65536
1789774865.4,2,0,91.9,3423,65536
1789774865.4,3,0,90.8,3423,65536
1789774868.2,0,82,218.9,60744,65536
1789774868.2,1,85,220.3,60745,65536
1789774868.2,2,0,91.7,3424,65536
1789774868.2,3,0,90.6,3423,65536
1789774870.9,0,70,312.4,60745,65536
1789774870.9,1,72,318.2,60744,65536
1789774870.9,2,0,92.0,3423,65536
1789774870.9,3,0,90.6,3424,65536
1789774873.7,0,80,218.7,60744,65536
1789774873.7,1,80,216.0,60744,65536
1789774873.7,2,0,91.9,3423,65536
1789774873.7,3,0,90.7,3423,65536
1789774876.4,0,80,221.2,60744,65536
1789774876.4,1,82,219.4,60744,65536
1789774876.4,2,0,92.2,3423,65536
1789774876.4,3,0,90.6,3423,65536
1789774879.2,0,80,218.8,60745,65536
1789774879.2,1,81,213.6,60745,65536
1789774879.2,2,0,91.8,3423,65536
1789774879.2,3,0,90.7,3423,65536
1789774881.9,0,80,215.0,60745,65536
1789774881.9,1,82,220.2,60745,65536
1789774881.9,2,0,92.1,3423,65536
1789774881.9,3,0,90.6,3423,65536
1789774884.7,0,81,220.6,60745,65536
1789774884.7,1,83,221.1,60745,65536
1789774884.7,2,0,92.1,3423,65536
1789774884.7,3,0,90.6,3424,65536
1789774887.4,0,82,219.3,60744,65536
1789774887.4,1,84,219.3,60745,65536
1789774887.4,2,0,92.1,3423,65536
1789774887.4,3,0,90.7,3423,65536
1789774890.2,0,81,216.1,60745,65536
1789774890.2,1,85,216.9,60745,65536
1789774890.2,2,0,92.1,3423,65536
1789774890.2,3,0,90.6,3423,65536
