ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789773924.6,0,0,100.1,60335,65536
1789773924.6,1,0,90.6,60353,65536
1789773924.6,2,0,92.0,60326,65536
1789773924.6,3,0,90.7,60327,65536
1789773927.3,0,0,94.9,60335,65536
1789773927.3,1,0,90.6,60353,65536
1789773927.3,2,0,92.0,60326,65536
1789773927.3,3,0,90.6,60327,65536
1789773930.1,0,0,94.8,60335,65536
1789773930.1,1,0,90.5,60353,65536
1789773930.1,2,0,92.0,60327,65536
1789773930.1,3,0,90.5,60327,65536
1789773932.9,0,0,94.6,60336,65536
1789773932.9,1,0,90.4,60353,65536
1789773932.9,2,0,91.9,60327,65536
1789773932.9,3,0,90.6,60327,65536
1789773935.6,0,0,94.7,60335,65536
1789773935.6,1,0,90.5,60354,65536
1789773935.6,2,0,91.9,60327,65536
1789773935.6,3,0,90.7,60327,65536
1789773938.3,0,0,94.6,60335,65536
1789773938.3,1,0,90.5,60354,65536
1789773938.3,2,0,91.9,60327,65536
1789773938.3,3,0,90.5,60326,65536
1789773941.1,0,0,94.6,60335,65536
1789773941.1,1,0,90.5,60353,65536
1789773941.1,2,0,92.0,60327,65536
1789773941.1,3,0,90.5,60327,65536
1789773943.8,0,0,94.4,60335,65536
1789773943.8,1,0,90.6,60353,65536
1789773943.8,2,0,92.1,60326,65536
1789773943.8,3,0,90.5,60327,65536
1789773946.6,0,0,94.7,60335,65536
1789773946.6,1,0,90.6,60353,65536
1789773946.6,2,0,92.0,60326,65536
1789773946.6,3,0,90.6,60327,65536
1789773949.3,0,82,220.4,60395,65536
1789773949.3,1,85,219.2,60436,65536
1789773949.3,2,87,219.5,60447,65536
1789773949.3,3,85,216.5,60427,65536
1789773952.0,0,85,223.9,60395,65536
1789773952.0,1,85,219.0,60436,65536
1789773952.0,2,88,221.9,60447,65536
1789773952.0,3,85,215.1,60427,65536
1789773954.8,0,86,221.7,60396,65536
1789773954.8,1,87,217.4,60435,65536
1789773954.8,2,88,220.3,60447,65536
1789773954.8,3,87,216.8,60426,65536
1789773957.5,0,84,224.2,60395,65536
1789773957.5,1,85,218.7,60436,65536
1789773957.5,2,86,223.7,60447,65536
1789773957.5,3,86,222.3,60426,65536
1789773960.3,0,85,218.8,60396,65536
1789773960.3,1,86,221.3,60435,65536
1789773960.3,2,88,219.0,60447,65536
1789773960.3,3,86,217.2,60427,65536
1789773963.0,0,85,223.7,60395,65536
1789773963.0,1,86,218.7,60435,65536
1789773963.0,2,87,218.7,60447,65536
1789773963.0,3,87,215.8,60427,65536
1789773965.7,0,84,220.9,60395,65536
1789773965.7,1,86,217.8,60435,65536
1789773965.7,2,87,216.4,60447,65536
1789773965.7,3,86,217.8,60427,65536
1789773968.5,0,85,223.0,60395,65536
1789773968.5,1,86,220.4,60436,65536
1789773968.5,2,86,219.7,60447,65536
1789773968.5,3,85,221.7,60427,65536
1789773971.3,0,87,219.3,60396,65536
1789773971.3,1,87,217.4,60435,65536
1789773971.3,2,86,219.6,60447,65536
1789773971.3,3,87,215.5,60427,65536
