ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789774057.3,0,0,95.2,60495,65536
1789774057.3,1,0,90.8,60519,65536
1789774057.3,2,0,92.2,60489,65536
1789774057.3,3,0,90.8,60491,65536
1789774060.1,0,0,94.7,60495,65536
1789774060.1,1,0,90.7,60520,65536
1789774060.1,2,0,92.1,60489,65536
1789774060.1,3,0,90.7,60491,65536
1789774062.8,0,0,94.4,60495,65536
1789774062.8,1,0,90.9,60520,65536
1789774062.8,2,0,92.4,60488,65536
1789774062.8,3,0,90.6,60491,65536
1789774065.6,0,0,94.6,60495,65536
1789774065.6,1,0,91.0,60520,65536
1789774065.6,2,0,92.3,60489,65536
1789774065.6,3,0,90.8,60491,65536
1789774068.3,0,0,94.5,60495,65536
1789774068.3,1,0,90.5,60520,65536
1789774068.3,2,0,92.0,60489,65536
1789774068.3,3,0,90.7,60491,65536
1789774071.1,0,0,94.3,60495,65536
1789774071.1,1,0,90.7,60520,65536
1789774071.1,2,0,92.2,60489,65536
1789774071.1,3,0,90.7,60491,65536
1789774073.8,0,0,94.6,60495,65536
1789774073.8,1,0,90.6,60519,65536
1789774073.8,2,0,91.9,60489,65536
1789774073.8,3,0,90.7,60491,65536
1789774076.5,0,0,94.6,60495,65536
1789774076.5,1,0,90.6,60519,65536
1789774076.5,2,0,92.0,60489,65536
1789774076.5,3,0,90.8,60491,65536
1789774079.3,0,0,94.5,60495,65536
1789774079.3,1,0,90.7,60520,65536
1789774079.3,2,0,92.1,60489,65536
1789774079.3,3,0,90.7,60491,65536
1789774082.1,0,89,218.8,60496,65536
1789774082.1,1,90,217.3,60520,65536
1789774082.1,2,89,217.1,60489,65536
1789774082.1,3,88,212.0,60491,65536
1789774084.8,0,89,220.1,60497,65536
1789774084.8,1,90,219.9,60521,65536
1789774084.8,2,71,203.5,60493,65536
1789774084.8,3,90,211.2,60495,65536
1789774087.6,0,91,218.9,60499,65536
1789774087.6,1,90,217.0,60521,65536
1789774087.6,2,90,215.3,60493,65536
1789774087.6,3,89,216.3,60495,65536
