ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789774089.6,0,0,95.2,60500,65536
1789774089.6,1,0,90.9,60521,65536
1789774089.6,2,0,92.4,60493,65536
1789774089.6,3,0,91.1,60495,65536
1789774092.3,0,0,94.8,60499,65536
1789774092.3,1,0,90.7,60521,65536
1789774092.3,2,0,92.2,60493,65536
1789774092.3,3,0,90.8,60495,65536
1789774095.1,0,0,94.6,60499,65536
1789774095.1,1,0,90.7,60521,65536
1789774095.1,2,0,92.2,60493,65536
1789774095.1,3,0,90.8,60495,65536
1789774097.8,0,0,94.5,60499,65536
1789774097.8,1,0,90.8,60522,65536
1789774097.8,2,0,92.1,60493,65536
1789774097.8,3,0,90.8,60495,65536
1789774100.6,0,0,94.5,60499,65536
1789774100.6,1,0,90.7,60522,65536
1789774100.6,2,0,92.1,60493,65536
1789774100.6,3,0,90.9,60495,65536
1789774103.3,0,0,94.4,60500,65536
1789774103.3,1,0,90.6,60521,65536
1789774103.3,2,0,92.1,60493,65536
1789774103.3,3,0,90.8,60495,65536
1789774106.1,0,0,94.5,60499,65536
1789774106.1,1,0,90.5,60521,65536
1789774106.1,2,0,92.1,60493,65536
1789774106.1,3,0,90.7,60495,65536
1789774108.9,0,0,94.6,60499,65536
1789774108.9,1,0,90.6,60522,65536
1789774108.9,2,0,92.2,60493,65536
1789774108.9,3,0,91.0,60495,65536
1789774111.6,0,0,94.5,60499,65536
1789774111.6,1,0,90.6,60522,65536
1789774111.6,2,0,92.0,60493,65536
1789774111.6,3,0,90.8,60495,65536
1789774114.3,0,0,94.4,60499,65536
1789774114.3,1,0,90.6,60521,65536
1789774114.3,2,0,92.1,60493,65536
1789774114.3,3,0,90.8,60495,65536
1789774117.1,0,100,226.8,60499,65536
1789774117.1,1,100,227.0,60523,65536
1789774117.1,2,100,223.9,60492,65536
1789774117.1,3,100,218.7,60495,65536
1789774119.8,0,100,415.4,60501,65536
1789774119.8,1,100,420.0,60523,65536
1789774119.8,2,100,430.0,60495,65536
1789774119.8,3,100,425.3,60495,65536
1789774122.5,0,100,224.5,60501,65536
1789774122.5,1,100,225.3,60523,65536
1789774122.5,2,100,223.5,60495,65536
1789774122.5,3,100,219.2,60495,65536
