ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789772099.3,0,0,103.7,60496,65536
1789772099.3,1,0,90.6,3422,65536
1789772099.3,2,0,91.7,3416,65536
1789772099.3,3,0,90.5,3414,65536
1789772102.1,0,0,94.8,60495,65536
1789772102.1,1,0,90.3,3422,65536
1789772102.1,2,0,92.0,3416,65536
1789772102.1,3,0,90.6,3414,65536
1789772104.8,0,0,94.6,60495,65536
1789772104.8,1,0,90.2,3421,65536
1789772104.8,2,0,91.8,3415,65536
1789772104.8,3,0,90.5,3413,65536
1789772107.6,0,0,94.7,60495,65536
1789772107.6,1,0,90.4,3421,65536
1789772107.6,2,0,91.8,3416,65536
1789772107.6,3,0,90.5,3413,65536
1789772110.3,0,0,94.6,60496,65536
1789772110.3,1,0,90.3,3421,65536
1789772110.3,2,0,91.8,3416,65536
1789772110.3,3,0,90.4,3414,65536
1789772113.1,0,0,94.4,60495,65536
1789772113.1,1,0,90.3,3421,65536
1789772113.1,2,0,91.8,3416,65536
1789772113.1,3,0,90.4,3413,65536
1789772115.8,0,0,94.7,60495,65536
1789772115.8,1,0,90.3,3421,65536
1789772115.8,2,0,91.6,3415,65536
1789772115.8,3,0,90.4,3413,65536
1789772118.5,0,0,94.4,60495,65536
1789772118.5,1,0,90.3,3422,65536
1789772118.5,2,0,91.7,3416,65536
1789772118.5,3,0,90.6,3413,65536
1789772121.3,0,0,94.2,60495,65536
1789772121.3,1,0,90.1,3422,65536
1789772121.3,2,0,91.8,3416,65536
1789772121.3,3,0,90.4,3414,65536
1789772124.0,0,100,238.4,60655,65536
1789772124.0,1,0,90.9,3421,65536
1789772124.0,2,0,92.0,3416,65536
1789772124.0,3,0,90.5,3414,65536
1789772126.7,0,100,236.1,60655,65536
1789772126.7,1,0,90.8,3421,65536
1789772126.7,2,0,91.6,3416,65536
1789772126.7,3,0,90.5,3414,65536
1789772129.5,0,100,243.4,60655,65536
1789772129.5,1,0,91.4,3421,65536
1789772129.5,2,0,91.7,3416,65536
1789772129.5,3,0,90.3,3414,65536
1789772132.2,0,100,244.1,60656,65536
1789772132.2,1,0,91.0,3422,65536
1789772132.2,2,0,91.9,3416,65536
1789772132.2,3,0,90.5,3414,65536
1789772135.0,0,100,244.0,60655,65536
1789772135.0,1,0,91.6,3422,65536
1789772135.0,2,0,91.8,3416,65536
1789772135.0,3,0,90.4,3414,65536
1789772137.7,0,100,243.5,60655,65536
1789772137.7,1,0,91.1,3421,65536
1789772137.7,2,0,91.9,3416,65536
1789772137.7,3,0,90.4,3413,65536
1789772140.5,0,100,267.6,60656,65536
1789772140.5,1,0,91.7,3422,65536
1789772140.5,2,0,91.8,3416,65536
1789772140.5,3,0,90.4,3413,65536
1789772143.2,0,100,239.3,60655,65536
1789772143.2,1,0,91.4,3421,65536
1789772143.2,2,0,91.8,3416,65536
1789772143.2,3,0,90.4,3413,65536
1789772145.9,0,100,239.4,60655,65536
1789772145.9,1,0,90.7,3421,65536
1789772145.9,2,0,91.8,3416,65536
1789772145.9,3,0,90.7,3413,65536
1789772148.7,0,100,245.2,60655,65536
1789772148.7,1,0,91.4,3422,65536
1789772148.7,2,0,91.8,3416,65536
1789772148.7,3,0,90.6,3413,65536
1789772151.4,0,100,242.8,60655,65536
1789772151.4,1,0,91.2,3422,65536
1789772151.4,2,0,91.8,3416,65536
1789772151.4,3,0,90.5,3414,65536
1789772154.1,0,100,240.5,60655,65536
1789772154.1,1,0,90.9,3422,65536
1789772154.1,2,0,91.7,3416,65536
1789772154.1,3,0,90.4,3413,65536
