ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789773854.6,0,0,94.8,60333,65536
1789773854.6,1,0,90.9,60354,65536
1789773854.6,2,0,92.3,60326,65536
1789773854.6,3,0,91.2,60326,65536
1789773857.4,0,0,94.6,60333,65536
1789773857.4,1,0,90.7,60353,65536
1789773857.4,2,0,92.6,60327,65536
1789773857.4,3,0,90.9,60326,65536
1789773860.1,0,0,94.5,60333,65536
1789773860.1,1,0,90.6,60354,65536
1789773860.1,2,0,92.2,60327,65536
1789773860.1,3,0,90.8,60327,65536
1789773862.9,0,0,94.4,60333,65536
1789773862.9,1,0,90.6,60354,65536
1789773862.9,2,0,92.2,60327,65536
1789773862.9,3,0,90.9,60327,65536
1789773865.6,0,0,94.5,60333,65536
1789773865.6,1,0,90.6,60353,65536
1789773865.6,2,0,92.2,60327,65536
1789773865.6,3,0,90.9,60327,65536
1789773868.4,0,0,94.5,60333,65536
1789773868.4,1,0,90.5,60354,65536
1789773868.4,2,0,92.2,60327,65536
1789773868.4,3,0,90.9,60327,65536
1789773871.1,0,0,94.5,60333,65536
1789773871.1,1,0,90.6,60353,65536
1789773871.1,2,0,92.1,60327,65536
1789773871.1,3,0,90.8,60327,65536
1789773873.9,0,0,94.5,60333,65536
1789773873.9,1,0,90.5,60354,65536
1789773873.9,2,0,92.2,60327,65536
1789773873.9,3,0,90.7,60327,65536
1789773876.6,0,0,94.5,60333,65536
1789773876.6,1,0,90.7,60354,65536
1789773876.6,2,0,92.0,60327,65536
1789773876.6,3,0,90.8,60327,65536
1789773879.4,0,82,223.7,60336,65536
1789773879.4,1,0,90.7,60354,65536
1789773879.4,2,0,92.4,60327,65536
1789773879.4,3,0,91.0,60327,65536
1789773882.1,0,81,226.3,60335,65536
1789773882.1,1,0,91.6,60354,65536
1789773882.1,2,0,92.1,60327,65536
1789773882.1,3,0,90.7,60327,65536
1789773884.9,0,34,206.2,60335,65536
1789773884.9,1,0,89.8,60353,65536
1789773884.9,2,0,91.9,60327,65536
1789773884.9,3,0,90.7,60327,65536
1789773887.6,0,82,221.1,60335,65536
1789773887.6,1,0,91.5,60353,65536
1789773887.6,2,0,92.1,60327,65536
1789773887.6,3,0,90.7,60327,65536
1789773890.3,0,81,223.6,60335,65536
1789773890.3,1,0,91.4,60354,65536
1789773890.3,2,0,92.0,60327,65536
1789773890.3,3,0,90.7,60327,65536
1789773893.1,0,82,222.1,60336,65536
1789773893.1,1,0,91.3,60353,65536
1789773893.1,2,0,92.1,60327,65536
1789773893.1,3,0,90.6,60327,65536
1789773895.8,0,81,221.7,60335,65536
1789773895.8,1,0,90.4,60353,65536
1789773895.8,2,0,92.2,60326,65536
1789773895.8,3,0,90.8,60326,65536
1789773898.5,0,82,223.3,60335,65536
1789773898.5,1,0,91.4,60354,65536
1789773898.5,2,0,92.1,60327,65536
1789773898.5,3,0,90.8,60326,65536
1789773901.3,0,82,224.4,60335,65536
1789773901.3,1,0,92.0,60354,65536
1789773901.3,2,0,91.9,60327,65536
1789773901.3,3,0,90.6,60327,65536
1789773904.0,0,81,222.2,60335,65536
1789773904.0,1,0,91.3,60353,65536
1789773904.0,2,0,92.0,60327,65536
1789773904.0,3,0,90.7,60327,65536
1789773906.7,0,81,221.1,60335,65536
1789773906.7,1,0,90.8,60353,65536
1789773906.7,2,0,92.0,60327,65536
1789773906.7,3,0,90.9,60327,65536
1789773909.4,0,81,222.8,60336,65536
1789773909.4,1,0,91.0,60354,65536
1789773909.4,2,0,92.0,60328,65536
1789773909.4,3,0,90.8,60327,65536
1789773912.2,0,82,224.5,60335,65536
1789773912.2,1,0,91.0,60354,65536
1789773912.2,2,0,92.0,60327,65536
1789773912.2,3,0,90.8,60327,65536
1789773914.9,0,82,226.9,60335,65536
1789773914.9,1,0,91.5,60353,65536
1789773914.9,2,0,92.0,60327,65536
1789773914.9,3,0,90.5,60327,65536
1789773917.6,0,81,226.4,60335,65536
1789773917.6,1,0,91.6,60353,65536
1789773917.6,2,0,92.0,60327,65536
1789773917.6,3,0,90.7,60327,65536
1789773920.4,0,81,217.9,60335,65536
1789773920.4,1,0,91.1,60353,65536
1789773920.4,2,0,92.1,60327,65536
1789773920.4,3,0,90.6,60327,65536
1789773923.1,0,81,221.6,60335,65536
1789773923.1,1,0,90.8,60353,65536
1789773923.1,2,0,91.8,60327,65536
1789773923.1,3,0,90.6,60327,65536
