ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789771970.4,0,0,95.3,60433,65536
1789771970.4,1,0,90.3,3422,65536
1789771970.4,2,0,91.5,3416,65536
1789771970.4,3,0,90.6,3414,65536
1789771973.1,0,0,94.3,60433,65536
1789771973.1,1,0,90.4,3422,65536
1789771973.1,2,0,91.7,3416,65536
1789771973.1,3,0,90.4,3414,65536
1789771975.8,0,0,94.3,60433,65536
1789771975.8,1,0,90.4,3422,65536
1789771975.8,2,0,91.8,3416,65536
1789771975.8,3,0,90.5,3413,65536
1789771978.6,0,0,94.4,60433,65536
1789771978.6,1,0,90.4,3422,65536
1789771978.6,2,0,91.9,3416,65536
1789771978.6,3,0,90.5,3413,65536
1789771981.3,0,0,94.3,60434,65536
1789771981.3,1,0,90.3,3422,65536
1789771981.3,2,0,91.8,3415,65536
1789771981.3,3,0,90.4,3413,65536
1789771984.1,0,0,94.2,60433,65536
1789771984.1,1,0,90.2,3421,65536
1789771984.1,2,0,91.9,3415,65536
1789771984.1,3,0,90.5,3413,65536
1789771986.8,0,0,94.2,60433,65536
1789771986.8,1,0,90.4,3421,65536
1789771986.8,2,0,91.8,3416,65536
1789771986.8,3,0,90.3,3414,65536
1789771989.6,0,0,94.3,60433,65536
1789771989.6,1,0,90.2,3422,65536
1789771989.6,2,0,91.8,3416,65536
1789771989.6,3,0,90.4,3413,65536
1789771992.3,0,0,94.4,60433,65536
1789771992.3,1,0,90.2,3422,65536
1789771992.3,2,0,91.7,3415,65536
1789771992.3,3,0,90.4,3413,65536
1789771995.0,0,0,94.5,60435,65536
1789771995.0,1,0,90.3,3421,65536
1789771995.0,2,0,91.9,3415,65536
1789771995.0,3,0,90.3,3413,65536
1789771997.8,0,81,207.1,60435,65536
1789771997.8,1,0,89.5,3421,65536
1789771997.8,2,0,91.9,3416,65536
1789771997.8,3,0,90.5,3413,65536
1789772000.5,0,81,218.7,60436,65536
1789772000.5,1,0,91.1,3422,65536
1789772000.5,2,0,91.9,3416,65536
1789772000.5,3,0,90.4,3414,65536
1789772003.2,0,81,220.6,60435,65536
1789772003.2,1,0,90.6,3421,65536
1789772003.2,2,0,91.7,3416,65536
1789772003.2,3,0,90.5,3414,65536
1789772006.0,0,81,217.8,60435,65536
1789772006.0,1,0,89.8,3421,65536
1789772006.0,2,0,91.8,3416,65536
1789772006.0,3,0,90.4,3414,65536
1789772008.7,0,82,216.1,60435,65536
1789772008.7,1,0,91.8,3422,65536
1789772008.7,2,0,91.8,3416,65536
1789772008.7,3,0,90.5,3414,65536
1789772011.5,0,82,221.9,60435,65536
1789772011.5,1,0,91.6,3422,65536
1789772011.5,2,0,91.9,3415,65536
1789772011.5,3,0,90.5,3414,65536
1789772014.2,0,81,219.2,60435,65536
1789772014.2,1,0,91.4,3421,65536
1789772014.2,2,0,91.8,3415,65536
1789772014.2,3,0,90.6,3414,65536
1789772017.0,0,82,221.0,60435,65536
1789772017.0,1,0,90.7,3421,65536
1789772017.0,2,0,92.3,3415,65536
1789772017.0,3,0,90.4,3413,65536
1789772019.7,0,82,222.7,60435,65536
1789772019.7,1,0,90.8,3422,65536
1789772019.7,2,0,91.6,3416,65536
1789772019.7,3,0,90.6,3414,65536
1789772022.4,0,81,227.6,60435,65536
1789772022.4,1,0,92.1,3422,65536
1789772022.4,2,0,91.8,3416,65536
1789772022.4,3,0,90.3,3414,65536
1789772025.2,0,81,215.7,60435,65536
1789772025.2,1,0,91.5,3422,65536
1789772025.2,2,0,91.8,3416,65536
1789772025.2,3,0,90.4,3413,65536
1789772027.9,0,82,222.1,60435,65536
1789772027.9,1,0,91.1,3423,65536
1789772027.9,2,0,91.8,3416,65536
1789772027.9,3,0,90.3,3413,65536
1789772030.6,0,81,218.6,60436,65536
1789772030.6,1,0,90.6,3422,65536
1789772030.6,2,0,91.6,3416,65536
1789772030.6,3,0,90.3,3413,65536
1789772033.4,0,81,222.1,60435,65536
1789772033.4,1,0,90.9,3422,65536
1789772033.4,2,0,91.7,3416,65536
1789772033.4,3,0,90.3,3413,65536
1789772036.1,0,81,219.7,60435,65536
1789772036.1,1,0,90.1,3421,65536
1789772036.1,2,0,91.8,3416,65536
1789772036.1,3,0,90.4,3413,65536
1789772038.9,0,81,228.5,60436,65536
1789772038.9,1,0,91.6,3422,65536
1789772038.9,2,0,92.0,3416,65536
1789772038.9,3,0,90.6,3413,65536
1789772041.6,0,81,220.1,60436,65536
1789772041.6,1,0,90.9,3421,65536
1789772041.6,2,0,91.9,3416,65536
1789772041.6,3,0,90.6,3413,65536
