ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789774316.5,0,0,95.3,60503,65536
1789774316.5,1,0,91.2,60524,65536
1789774316.5,2,0,92.8,60496,65536
1789774316.5,3,0,91.4,60494,65536
1789774319.3,0,0,95.0,60504,65536
1789774319.3,1,0,91.2,60524,65536
1789774319.3,2,0,92.8,60497,65536
1789774319.3,3,0,91.3,60495,65536
1789774322.0,0,0,95.0,60503,65536
1789774322.0,1,0,91.1,60523,65536
1789774322.0,2,0,92.4,60497,65536
1789774322.0,3,0,91.1,60495,65536
1789774324.8,0,0,94.8,60503,65536
1789774324.8,1,0,90.6,60523,65536
1789774324.8,2,0,92.4,60497,65536
1789774324.8,3,0,91.2,60495,65536
1789774327.5,0,0,94.7,60503,65536
1789774327.5,1,0,90.8,60523,65536
1789774327.5,2,0,92.5,60497,65536
1789774327.5,3,0,90.9,60494,65536
1789774330.3,0,0,94.8,60503,65536
1789774330.3,1,0,90.9,60523,65536
1789774330.3,2,0,92.3,60497,65536
1789774330.3,3,0,91.1,60495,65536
1789774333.0,0,0,94.8,60504,65536
1789774333.0,1,0,90.9,60523,65536
1789774333.0,2,0,92.3,60497,65536
1789774333.0,3,0,91.0,60495,65536
1789774335.8,0,0,94.8,60503,65536
1789774335.8,1,0,90.8,60523,65536
1789774335.8,2,0,92.4,60497,65536
1789774335.8,3,0,90.9,60495,65536
1789774338.5,0,0,94.8,60503,65536
1789774338.5,1,0,90.7,60524,65536
1789774338.5,2,0,92.4,60497,65536
1789774338.5,3,0,90.9,60495,65536
1789774341.2,0,93,218.7,60503,65536
1789774341.2,1,96,219.9,60524,65536
1789774341.2,2,95,231.7,60497,65536
1789774341.2,3,95,211.3,60495,65536
1789774344.0,0,95,224.4,60503,65536
1789774344.0,1,97,216.2,60523,65536
1789774344.0,2,96,231.0,60497,65536
1789774344.0,3,95,220.2,60495,65536
1789774346.8,0,96,223.5,60503,65536
1789774346.8,1,98,223.6,60523,65536
1789774346.8,2,82,220.4,60497,65536
1789774346.8,3,97,221.6,60495,65536
1789774349.5,0,98,227.1,60504,65536
1789774349.5,1,99,221.7,60523,65536
1789774349.5,2,99,232.8,60497,65536
1789774349.5,3,98,220.0,60495,65536
1789774352.3,0,100,226.2,60503,65536
1789774352.3,1,100,224.1,60523,65536
1789774352.3,2,100,234.0,60497,65536
1789774352.3,3,100,218.6,60495,65536
1789774355.0,0,100,227.2,60503,65536
1789774355.0,1,86,206.7,60523,65536
1789774355.0,2,100,216.6,60497,65536
1789774355.0,3,100,221.3,60495,65536
1789774357.8,0,100,228.2,60503,65536
1789774357.8,1,100,229.8,60524,65536
1789774357.8,2,100,230.9,60497,65536
1789774357.8,3,100,236.0,60495,65536
1789774360.6,0,93,219.1,60505,65536
1789774360.6,1,95,221.8,60526,65536
1789774360.6,2,94,232.1,60519,65536
1789774360.6,3,93,220.4,60497,65536
1789774363.3,0,94,226.6,60505,65536
1789774363.3,1,97,222.5,60525,65536
1789774363.3,2,94,232.7,60519,65536
1789774363.3,3,93,219.9,60497,65536
1789774366.1,0,96,226.6,60505,65536
1789774366.1,1,97,225.3,60525,65536
1789774366.1,2,96,228.0,60519,65536
1789774366.1,3,96,219.7,60497,65536
1789774368.8,0,97,224.9,60505,65536
1789774368.8,1,99,221.5,60526,65536
1789774368.8,2,99,230.4,60519,65536
1789774368.8,3,98,218.6,60497,65536
1789774371.5,0,100,224.6,60505,65536
1789774371.5,1,100,221.9,60526,65536
1789774371.5,2,100,212.0,60519,65536
1789774371.5,3,99,220.5,60497,65536
1789774374.3,0,100,225.1,60505,65536
1789774374.3,1,100,223.2,60525,65536
1789774374.3,2,100,230.4,60519,65536
1789774374.3,3,100,222.1,60497,65536
1789774377.0,0,100,229.4,60505,65536
1789774377.0,1,100,228.8,60525,65536
1789774377.0,2,100,229.8,60518,65536
1789774377.0,3,100,226.6,60497,65536
1789774379.7,0,0,104.1,60505,65536
1789774379.7,1,0,108.0,60525,65536
1789774379.7,2,58,202.7,60519,65536
1789774379.7,3,0,100.6,60497,65536
