ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789773555.5,0,0,97.5,60355,65536
1789773555.5,1,0,90.5,60353,65536
1789773555.5,2,0,91.5,3423,65536
1789773555.5,3,0,90.5,3422,65536
1789773558.2,0,0,94.7,60355,65536
1789773558.2,1,0,90.3,60354,65536
1789773558.2,2,0,92.0,3423,65536
1789773558.2,3,0,90.8,3422,65536
1789773561.0,0,0,94.8,60355,65536
1789773561.0,1,0,90.4,60353,65536
1789773561.0,2,0,91.9,3422,65536
1789773561.0,3,0,90.6,3423,65536
1789773563.7,0,0,94.8,60355,65536
1789773563.7,1,0,90.3,60353,65536
1789773563.7,2,0,92.0,3422,65536
1789773563.7,3,0,90.7,3423,65536
1789773566.5,0,0,94.7,60355,65536
1789773566.5,1,0,90.3,60353,65536
1789773566.5,2,0,92.0,3422,65536
1789773566.5,3,0,90.7,3422,65536
1789773569.2,0,0,95.0,60356,65536
1789773569.2,1,0,90.3,60354,65536
1789773569.2,2,0,91.9,3423,65536
1789773569.2,3,0,90.6,3423,65536
1789773571.9,0,0,94.4,60355,65536
1789773571.9,1,0,90.3,60353,65536
1789773571.9,2,0,91.9,3423,65536
1789773571.9,3,0,90.6,3423,65536
1789773574.7,0,0,94.6,60355,65536
1789773574.7,1,0,90.5,60353,65536
1789773574.7,2,0,92.0,3422,65536
1789773574.7,3,0,90.6,3422,65536
1789773577.4,0,0,94.6,60355,65536
1789773577.4,1,0,90.5,60354,65536
1789773577.4,2,0,91.9,3422,65536
1789773577.4,3,0,90.6,3422,65536
1789773580.2,0,90,224.2,60395,65536
1789773580.2,1,89,218.4,60496,65536
1789773580.2,2,0,92.2,3423,65536
1789773580.2,3,0,90.5,3423,65536
1789773582.9,0,91,222.4,60395,65536
1789773582.9,1,90,221.5,60496,65536
1789773582.9,2,0,92.1,3422,65536
1789773582.9,3,0,90.6,3423,65536
1789773585.6,0,93,223.3,60395,65536
1789773585.6,1,93,221.8,60496,65536
1789773585.6,2,0,91.9,3422,65536
1789773585.6,3,0,90.5,3423,65536
1789773588.4,0,89,227.7,60395,65536
1789773588.4,1,87,218.4,60496,65536
1789773588.4,2,0,91.9,3423,65536
1789773588.4,3,0,90.5,3423,65536
1789773591.1,0,89,222.4,60395,65536
1789773591.1,1,91,222.3,60495,65536
1789773591.1,2,0,91.9,3422,65536
1789773591.1,3,0,90.6,3423,65536
1789773593.9,0,90,221.9,60395,65536
1789773593.9,1,90,222.4,60495,65536
1789773593.9,2,0,91.8,3422,65536
1789773593.9,3,0,90.6,3423,65536
1789773596.6,0,88,227.9,60395,65536
1789773596.6,1,88,226.5,60495,65536
1789773596.6,2,0,91.8,3422,65536
1789773596.6,3,0,90.6,3422,65536
1789773599.4,0,91,221.7,60396,65536
1789773599.4,1,89,221.3,60496,65536
1789773599.4,2,0,91.7,3423,65536
1789773599.4,3,0,90.4,3422,65536
1789773602.1,0,91,223.2,60395,65536
1789773602.1,1,92,225.9,60496,65536
1789773602.1,2,0,91.9,3423,65536
1789773602.1,3,0,90.7,3422,65536
1789773604.8,0,0,160.3,60395,65536
1789773604.8,1,0,118.5,60496,65536
1789773604.8,2,0,91.9,3422,65536
1789773604.8,3,0,90.6,3422,65536
