ts,card,aicore_pct,power_w,hbm_used_mb,hbm_total_mb
1789773485.4,0,0,95.5,60353,65536
1789773485.4,1,0,92.4,60353,65536
1789773485.4,2,0,91.9,3422,65536
1789773485.4,3,0,90.8,3422,65536
1789773488.1,0,0,94.4,60353,65536
1789773488.1,1,0,90.7,60354,65536
1789773488.1,2,0,91.9,3423,65536
1789773488.1,3,0,90.5,3422,65536
1789773490.9,0,0,94.3,60353,65536
1789773490.9,1,0,90.8,60353,65536
1789773490.9,2,0,91.9,3422,65536
1789773490.9,3,0,90.4,3423,65536
1789773493.6,0,0,94.3,60353,65536
1789773493.6,1,0,90.5,60353,65536
1789773493.6,2,0,92.0,3422,65536
1789773493.6,3,0,90.5,3423,65536
1789773496.4,0,0,94.5,60353,65536
1789773496.4,1,0,90.4,60354,65536
1789773496.4,2,0,91.9,3422,65536
1789773496.4,3,0,90.5,3422,65536
1789773499.1,0,0,94.4,60353,65536
1789773499.1,1,0,90.6,60353,65536
1789773499.1,2,0,91.9,3423,65536
1789773499.1,3,0,90.7,3423,65536
1789773501.8,0,0,94.3,60353,65536
1789773501.8,1,0,90.6,60353,65536
1789773501.8,2,0,91.8,3422,65536
1789773501.8,3,0,90.6,3423,65536
1789773504.6,0,0,94.3,60353,65536
1789773504.6,1,0,90.6,60353,65536
1789773504.6,2,0,91.9,3422,65536
1789773504.6,3,0,90.4,3422,65536
1789773507.3,0,0,94.2,60353,65536
1789773507.3,1,0,90.4,60353,65536
1789773507.3,2,0,91.9,3422,65536
1789773507.3,3,0,90.5,3422,65536
1789773510.1,0,81,218.6,60355,65536
1789773510.1,1,0,91.6,60353,65536
1789773510.1,2,0,91.9,3423,65536
1789773510.1,3,0,90.4,3422,65536
1789773512.8,0,81,219.2,60355,65536
1789773512.8,1,0,89.7,60353,65536
1789773512.8,2,0,91.9,3423,65536
1789773512.8,3,0,90.7,3422,65536
1789773515.6,0,82,221.7,60355,65536
1789773515.6,1,0,91.2,60354,65536
1789773515.6,2,0,92.0,3422,65536
1789773515.6,3,0,90.7,3422,65536
1789773518.3,0,82,220.4,60355,65536
1789773518.3,1,0,93.0,60354,65536
1789773518.3,2,0,91.8,3423,65536
1789773518.3,3,0,91.0,3422,65536
1789773521.0,0,82,230.6,60356,65536
1789773521.0,1,0,90.7,60353,65536
1789773521.0,2,0,91.9,3422,65536
1789773521.0,3,0,90.5,3423,65536
1789773523.8,0,82,224.0,60355,65536
1789773523.8,1,0,91.1,60353,65536
1789773523.8,2,0,92.0,3422,65536
1789773523.8,3,0,90.6,3422,65536
1789773526.5,0,81,214.1,60355,65536
1789773526.5,1,0,90.7,60353,65536
1789773526.5,2,0,91.8,3422,65536
1789773526.5,3,0,90.7,3422,65536
1789773529.3,0,81,224.6,60356,65536
1789773529.3,1,0,90.4,60354,65536
1789773529.3,2,0,91.9,3423,65536
1789773529.3,3,0,90.6,3423,65536
1789773532.0,0,82,221.2,60355,65536
1789773532.0,1,0,91.1,60354,65536
1789773532.0,2,0,92.0,3422,65536
1789773532.0,3,0,90.5,3423,65536
1789773534.7,0,81,218.1,60356,65536
1789773534.7,1,0,91.0,60353,65536
1789773534.7,2,0,91.9,3422,65536
1789773534.7,3,0,90.4,3422,65536
1789773537.5,0,81,228.4,60355,65536
1789773537.5,1,0,91.6,60354,65536
1789773537.5,2,0,91.9,3422,65536
1789773537.5,3,0,90.6,3422,65536
1789773540.2,0,82,221.6,60355,65536
1789773540.2,1,0,91.2,60354,65536
1789773540.2,2,0,91.8,3422,65536
1789773540.2,3,0,90.4,3423,65536
1789773543.0,0,82,216.9,60355,65536
1789773543.0,1,0,91.2,60354,65536
1789773543.0,2,0,92.0,3422,65536
1789773543.0,3,0,90.6,3423,65536
1789773545.7,0,81,222.1,60355,65536
1789773545.7,1,0,91.7,60353,65536
1789773545.7,2,0,91.9,3422,65536
1789773545.7,3,0,90.4,3422,65536
1789773548.4,0,81,221.3,60355,65536
1789773548.4,1,0,91.5,60354,65536
1789773548.4,2,0,91.9,3423,65536
1789773548.4,3,0,90.6,3422,65536
1789773551.2,0,81,223.2,60356,65536
1789773551.2,1,0,91.9,60354,65536
1789773551.2,2,0,91.9,3423,65536
1789773551.2,3,0,90.5,3423,65536
1789773554.0,0,81,231.7,60355,65536
1789773554.0,1,0,91.2,60353,65536
1789773554.0,2,0,91.8,3423,65536
1789773554.0,3,0,90.5,3423,65536
